InventoryLegSK	CarrierCode	FlightNumber	DepartureAirport	ArrivalAirport	DepartureDateTimeLocal	DepartureDateTimeUTC	ArrivalDateTimeLocal	ArrivalDateTimeUTC	ArrivalCountry	DepartureCountry	RouteGroup	Region	FlightCapacity	FlightStatus
9597827	FR	9042	ALC	MST	2022-09-26 15:15:00	2022-09-26 13:15:00	2022-09-26 17:50:00	2022-09-26 15:50:00	Netherlands	Spain	LEISURE	BENLFR LEISURE	189	Departed
9570224	FR	4240	PMI	TLS	2022-09-01 08:10:00	2022-09-01 06:10:00	2022-09-01 09:25:00	2022-09-01 07:25:00	France	Spain	LEISURE	BENLFR LEISURE	180	Departed
9623966	FR	238	GDN	KRK	2022-07-25 22:00:00	2022-07-25 20:00:00	2022-07-25 23:10:00	2022-07-25 21:10:00	Poland	Poland	DOMESTIC	OTHER DOM	197	Departed
9598055	FR	1286	MRS	EDI	2022-09-08 18:00:00	2022-09-08 16:00:00	2022-09-08 19:30:00	2022-09-08 18:30:00	United Kingdom	France	LEISURE	SCOT LEISURE	197	Departed
9502117	FR	4949	MXP	AGP	2022-06-18 10:45:00	2022-06-18 08:45:00	2022-06-18 13:15:00	2022-06-18 11:15:00	Spain	Italy	LEISURE	S EUR LEISURE	189	Cancelled
9825198	FR	141	FCO	BER	2022-04-08 20:25:00	2022-04-08 18:25:00	2022-04-08 22:30:00	2022-04-08 20:30:00	Germany	Italy	CITY	DE-FRITIE	189	Departed
9776500	FR	7404	MLA	CHQ	2022-07-27 11:55:00	2022-07-27 09:55:00	2022-07-27 14:30:00	2022-07-27 11:30:00	Greece	Malta	LEISURE	S EUR LEISURE	189	Departed
9745541	FR	2770	MXP	BRI	2022-05-12 19:35:00	2022-05-12 17:35:00	2022-05-12 21:10:00	2022-05-12 19:10:00	Italy	Italy	DOMESTIC	MIL DOM	197	Departed
9713098	FR	3757	TSF	LWO	2022-05-23 10:25:00	2022-05-23 08:25:00	2022-05-23 13:15:00	2022-05-23 10:15:00	Ukraine	Italy	CITY	EAST-ESFRIT	189	Cancelled
9806636	FR	4202	RHO	BGY	2022-05-29 17:20:00	2022-05-29 14:20:00	2022-05-29 19:15:00	2022-05-29 17:15:00	Italy	Greece	LEISURE	S EUR LEISURE	189	Departed
8998718	FR	2931	BRU	LIS	2022-09-17 21:40:00	2022-09-17 19:40:00	2022-09-17 23:30:00	2022-09-17 22:30:00	Portugal	Belgium	CITY	BENL-ESPT	189	Departed
9434513	FR	4404	GOT	ARN	2022-07-03 06:15:00	2022-07-03 04:15:00	2022-07-03 07:20:00	2022-07-03 05:20:00	Sweden	Sweden	DOMESTIC	OTHER DOM	189	Departed
9065540	FR	2645	RIX	STN	2022-05-09 22:55:00	2022-05-09 19:55:00	2022-05-09 23:40:00	2022-05-09 22:40:00	United Kingdom	Latvia	CITY	LON CITY MULTI	189	Departed
9016459	FR	9435	CIA	DUB	2022-08-28 21:00:00	2022-08-28 19:00:00	2022-08-28 23:05:00	2022-08-28 22:05:00	Ireland	Italy	CITY	IE CITY	197	Departed
9611413	FR	7433	BOJ	BUD	2022-08-26 09:05:00	2022-08-26 06:05:00	2022-08-26 09:45:00	2022-08-26 07:45:00	Hungary	Bulgaria	LEISURE	CE EUR LEISURE	189	Departed
9877007	FR	7937	NUE	BRI	2022-08-27 08:35:00	2022-08-27 06:35:00	2022-08-27 10:25:00	2022-08-27 08:25:00	Italy	Germany	LEISURE	DE LEISURE	189	Departed
9156788	FR	9796	MRS	FCO	2022-09-13 15:20:00	2022-09-13 13:20:00	2022-09-13 16:40:00	2022-09-13 14:40:00	Italy	France	CITY	FR-IT	189	Departed
9554303	FR	2224	TLL	STN	2022-07-31 14:35:00	2022-07-31 11:35:00	2022-07-31 15:25:00	2022-07-31 14:25:00	United Kingdom	Estonia	CITY	LON CITY	197	Departed
9562074	FR	8474	STN	PIS	2022-08-14 11:25:00	2022-08-14 10:25:00	2022-08-14 13:55:00	2022-08-14 11:55:00	France	United Kingdom	CITY	LON CITY	189	Departed
9203173	FR	5092	BGY	SUF	2022-08-18 11:00:00	2022-08-18 09:00:00	2022-08-18 12:35:00	2022-08-18 10:35:00	Italy	Italy	DOMESTIC	MIL DOM	189	Departed
9040118	FR	1080	STN	LIS	2022-04-10 15:50:00	2022-04-10 14:50:00	2022-04-10 18:30:00	2022-04-10 17:30:00	Portugal	United Kingdom	CITY	LON CITY MULTI	189	Cancelled
8956290	FR	8552	FMM	PMI	2022-06-28 18:35:00	2022-06-28 16:35:00	2022-06-28 20:30:00	2022-06-28 18:30:00	Spain	Germany	LEISURE	DE LEISURE	180	Departed
9472349	FR	7154	BTS	TPS	2022-04-17 18:00:00	2022-04-17 16:00:00	2022-04-17 20:10:00	2022-04-17 18:10:00	Italy	Slovakia	LEISURE	CE EUR LEISURE	189	Departed
9412017	FR	7390	DUB	LIS	2022-06-02 12:50:00	2022-06-02 11:50:00	2022-06-02 15:30:00	2022-06-02 14:30:00	Portugal	Ireland	CITY	IE CITY	189	Departed
9872675	FR	6836	NAP	VLC	2022-04-10 18:05:00	2022-04-10 16:05:00	2022-04-10 20:20:00	2022-04-10 18:20:00	Spain	Italy	CITY	ESPT-IT	189	Departed
9737838	FR	5866	ZAG	PFO	2022-07-13 08:10:00	2022-07-13 06:10:00	2022-07-13 11:55:00	2022-07-13 08:55:00	Cyprus	Croatia	LEISURE	CE EUR LEISURE	180	Departed
9218899	FR	4326	BRI	BLQ	2022-05-22 17:55:00	2022-05-22 15:55:00	2022-05-22 19:10:00	2022-05-22 17:10:00	Italy	Italy	DOMESTIC	IT DOM	189	Departed
8993732	FR	4703	OPO	BGY	2022-09-03 06:05:00	2022-09-03 05:05:00	2022-09-03 09:35:00	2022-09-03 07:35:00	Italy	Portugal	CITY	ESPT-IT	189	Departed
9556051	FR	1823	VLC	EIN	2022-07-24 15:00:00	2022-07-24 13:00:00	2022-07-24 17:25:00	2022-07-24 15:25:00	Netherlands	Spain	LEISURE	BENLFR LEISURE	189	Departed
9399819	FR	4078	KRK	SVQ	2022-04-19 20:05:00	2022-04-19 18:05:00	2022-04-19 23:50:00	2022-04-19 21:50:00	Spain	Poland	LEISURE	CE EUR LEISURE	189	Departed
9116532	FR	8445	STN	BUD	2022-07-05 14:50:00	2022-07-05 13:50:00	2022-07-05 18:10:00	2022-07-05 16:10:00	Hungary	United Kingdom	CITY	LON CITY MULTI	189	Departed
9027198	FR	9998	PMI	DUB	2022-04-28 22:10:00	2022-04-28 20:10:00	2022-04-28 23:59:00	2022-04-28 22:59:00	Ireland	Spain	LEISURE	IE LEISURE	189	Departed
9544878	FR	6825	MXP	MAN	2022-08-19 10:05:00	2022-08-19 08:05:00	2022-08-19 11:15:00	2022-08-19 10:15:00	United Kingdom	Italy	CITY	UK REG CITY	189	Departed
9685378	FR	8912	CAG	BDS	2022-07-08 21:20:00	2022-07-08 19:20:00	2022-07-08 22:55:00	2022-07-08 20:55:00	Italy	Italy	DOMESTIC	IT DOM	189	Cancelled
9882020	FR	1986	DUB	NTE	2022-07-22 18:10:00	2022-07-22 17:10:00	2022-07-22 20:45:00	2022-07-22 18:45:00	France	Ireland	CITY	IE CITY	189	Cancelled
9799659	FR	4817	TRN	PMO	2022-07-10 21:25:00	2022-07-10 19:25:00	2022-07-10 23:00:00	2022-07-10 21:00:00	Italy	Italy	DOMESTIC	IT DOM	189	Departed
9127325	FR	3898	BGY	WMI	2022-04-02 22:15:00	2022-04-02 20:15:00	2022-04-03 00:15:00	2022-04-02 22:15:00	Poland	Italy	CITY	EAST-ESFRIT	197	Departed
10104932	FR	9690	SCQ	ALC	2022-09-11 06:25:00	2022-09-11 04:25:00	2022-09-11 07:50:00	2022-09-11 05:50:00	Spain	Spain	DOMESTIC	ESPT DOM	189	Departed
9863607	FR	9974	BLQ	SKG	2022-07-02 10:15:00	2022-07-02 08:15:00	2022-07-02 13:10:00	2022-07-02 10:10:00	Greece	Italy	CITY	GREECE EURO CITY	189	Departed
9085741	FR	129	HAM	BCN	2022-07-21 11:10:00	2022-07-21 09:10:00	2022-07-21 13:45:00	2022-07-21 11:45:00	Spain	Germany	CITY	DE-ESPT	189	Cancelled
9453126	FR	8747	LRH	STN	2022-05-24 15:00:00	2022-05-24 13:00:00	2022-05-24 15:25:00	2022-05-24 14:25:00	United Kingdom	France	CITY	LON CITY	189	Departed
9861150	FR	3155	AMM	BGY	2022-09-30 21:50:00	2022-09-30 18:50:00	2022-10-01 01:00:00	2022-09-30 23:00:00	Italy	Jordan	LEISURE	S EUR LEISURE	189	Departed
9217893	FR	9954	CTA	PSA	2022-08-31 21:25:00	2022-08-31 19:25:00	2022-08-31 23:00:00	2022-08-31 21:00:00	Italy	Italy	DOMESTIC	IT DOM	189	Cancelled
9509113	FR	5924	BVA	TRN	2022-04-01 12:35:00	2022-04-01 10:35:00	2022-04-01 14:00:00	2022-04-01 12:00:00	Italy	France	CITY	FR-IT	189	Departed
9110585	FR	9705	LIS	VIE	2022-05-19 17:55:00	2022-05-19 16:55:00	2022-05-19 22:15:00	2022-05-19 20:15:00	Austria	Portugal	CITY	EAST-ESFRIT	180	Departed
9667215	FR	7534	ZAD	BLQ	2022-08-21 07:40:00	2022-08-21 05:40:00	2022-08-21 08:40:00	2022-08-21 06:40:00	Italy	Croatia	LEISURE	S EUR LEISURE	189	Departed
9100955	FR	7348	VIE	STN	2022-06-16 06:50:00	2022-06-16 04:50:00	2022-06-16 08:00:00	2022-06-16 07:00:00	United Kingdom	Austria	CITY	LON CITY MULTI	180	Departed
9173987	FR	6701	BLQ	IBZ	2022-09-11 19:40:00	2022-09-11 17:40:00	2022-09-11 21:35:00	2022-09-11 19:35:00	Spain	Italy	LEISURE	S EUR LEISURE	197	Departed
9206206	FR	5461	SUF	MXP	2022-07-24 06:15:00	2022-07-24 04:15:00	2022-07-24 08:00:00	2022-07-24 06:00:00	Italy	Italy	DOMESTIC	MIL DOM	189	Cancelled
9025770	FR	1456	DUB	BRU	2022-05-17 19:40:00	2022-05-17 18:40:00	2022-05-17 22:15:00	2022-05-17 20:15:00	Belgium	Ireland	CITY	IE CITY	189	Departed
9711802	FR	4888	BRI	VCE	2022-04-17 22:20:00	2022-04-17 20:20:00	2022-04-17 23:40:00	2022-04-17 21:40:00	Italy	Italy	DOMESTIC	IT DOM	189	Departed
9019632	FR	7138	DUB	LIS	2022-08-07 17:35:00	2022-08-07 16:35:00	2022-08-07 20:15:00	2022-08-07 19:15:00	Portugal	Ireland	CITY	IE CITY	189	Departed
9485406	FR	9618	SOF	OTP	2022-04-22 22:25:00	2022-04-22 19:25:00	2022-04-22 23:20:00	2022-04-22 20:20:00	Romania	Bulgaria	LEISURE	CE EUR LEISURE	189	Departed
9215919	FR	4341	BLQ	PMO	2022-05-15 16:00:00	2022-05-15 14:00:00	2022-05-15 17:25:00	2022-05-15 15:25:00	Italy	Italy	DOMESTIC	IT DOM	197	Departed
9863163	FR	6789	BRI	CUF	2022-06-15 15:05:00	2022-06-15 13:05:00	2022-06-15 16:45:00	2022-06-15 14:45:00	Italy	Italy	DOMESTIC	IT DOM	189	Departed
9476012	FR	2020	BUD	PMO	2022-04-08 08:55:00	2022-04-08 06:55:00	2022-04-08 10:55:00	2022-04-08 08:55:00	Italy	Hungary	LEISURE	CE EUR LEISURE	189	Departed
8979886	FR	9095	ALC	MAN	2022-06-28 15:05:00	2022-06-28 13:05:00	2022-06-28 16:50:00	2022-06-28 15:50:00	United Kingdom	Spain	LEISURE	UK REG LEISURE	189	Departed
9752973	FR	4297	BRI	BLQ	2022-05-04 21:45:00	2022-05-04 19:45:00	2022-05-04 23:00:00	2022-05-04 21:00:00	Italy	Italy	DOMESTIC	IT DOM	189	Departed
9225708	FR	740	CTA	BLQ	2022-06-02 12:50:00	2022-06-02 10:50:00	2022-06-02 14:30:00	2022-06-02 12:30:00	Italy	Italy	DOMESTIC	IT DOM	197	Departed
9794042	FR	5902	TRN	TLV	2022-08-13 14:50:00	2022-08-13 12:50:00	2022-08-13 19:55:00	2022-08-13 16:55:00	Israel	Italy	LEISURE	S EUR LEISURE	189	Departed
9557125	FR	1919	VLC	CRL	2022-08-20 09:05:00	2022-08-20 07:05:00	2022-08-20 11:25:00	2022-08-20 09:25:00	Belgium	Spain	LEISURE	BENLFR LEISURE	189	Departed
9497641	FR	1332	MAD	NAP	2022-05-23 17:15:00	2022-05-23 15:15:00	2022-05-23 19:45:00	2022-05-23 17:45:00	Italy	Spain	CITY	ESPT-IT	189	Departed
9614845	FR	2171	BTS	SKG	2022-09-26 08:50:00	2022-09-26 06:50:00	2022-09-26 11:30:00	2022-09-26 08:30:00	Greece	Slovakia	LEISURE	CE EUR LEISURE	189	Departed
9197439	FR	5113	BGY	CRV	2022-06-22 16:20:00	2022-06-22 14:20:00	2022-06-22 18:05:00	2022-06-22 16:05:00	Italy	Italy	DOMESTIC	MIL DOM	189	Cancelled
9016015	FR	9435	CIA	DUB	2022-05-09 20:55:00	2022-05-09 18:55:00	2022-05-09 23:00:00	2022-05-09 22:00:00	Ireland	Italy	CITY	IE CITY	189	Departed
9797916	FR	3298	NAP	TRN	2022-09-24 08:15:00	2022-09-24 06:15:00	2022-09-24 09:45:00	2022-09-24 07:45:00	Italy	Italy	DOMESTIC	IT DOM	189	Departed
9527404	FR	6389	VRN	BRI	2022-07-02 22:45:00	2022-07-02 20:45:00	2022-07-02 23:59:00	2022-07-02 21:59:00	Italy	Italy	DOMESTIC	IT DOM	189	Cancelled
9502090	FR	7005	MLA	TPS	2022-05-22 16:00:00	2022-05-22 14:00:00	2022-05-22 16:50:00	2022-05-22 14:50:00	Italy	Malta	LEISURE	S EUR LEISURE	189	Departed
9079123	FR	9112	TRN	BCN	2022-09-08 16:00:00	2022-09-08 14:00:00	2022-09-08 17:25:00	2022-09-08 15:25:00	Spain	Italy	CITY	ESPT-IT	189	Departed
9767047	FR	4174	FAO	FKB	2022-04-11 06:45:00	2022-04-11 05:45:00	2022-04-11 10:40:00	2022-04-11 08:40:00	Germany	Portugal	LEISURE	DE LEISURE	189	Departed
8958202	FR	7762	DUB	ALC	2022-05-25 07:20:00	2022-05-25 06:20:00	2022-05-25 11:05:00	2022-05-25 09:05:00	Spain	Ireland	LEISURE	IE LEISURE	197	Departed
9129394	FR	2513	MAD	OTP	2022-06-05 20:10:00	2022-06-05 18:10:00	2022-06-06 00:45:00	2022-06-05 21:45:00	Romania	Spain	CITY	EAST-ESFRIT	189	Cancelled
9492985	FR	260	KGS	BER	2022-05-12 19:15:00	2022-05-12 16:15:00	2022-05-12 21:25:00	2022-05-12 19:25:00	Germany	Greece	LEISURE	DE LEISURE	189	Departed
9398787	FR	6770	AGP	ACE	2022-04-03 07:05:00	2022-04-03 05:05:00	2022-04-03 08:15:00	2022-04-03 07:15:00	Spain	Spain	DOMESTIC	ES CANARY	189	Departed
9395189	FR	691	PIK	ALC	2022-04-11 17:00:00	2022-04-11 16:00:00	2022-04-11 20:55:00	2022-04-11 18:55:00	Spain	United Kingdom	LEISURE	SCOT LEISURE	189	Departed
9082485	FR	5127	KBP	BCN	2022-08-29 19:50:00	2022-08-29 16:50:00	2022-08-29 22:35:00	2022-08-29 20:35:00	Spain	Ukraine	CITY	EAST-ESFRIT	189	Cancelled
9405149	FR	9047	PMO	MAN	2022-04-22 21:40:00	2022-04-22 19:40:00	2022-04-22 23:55:00	2022-04-22 22:55:00	United Kingdom	Italy	LEISURE	UK REG LEISURE	189	Departed
9147946	FR	4100	FRA	AGP	2022-06-03 06:55:00	2022-06-03 04:55:00	2022-06-03 09:55:00	2022-06-03 07:55:00	Spain	Germany	LEISURE	DE LEISURE	189	Cancelled
9048211	FR	3222	MAN	CRL	2022-05-17 13:50:00	2022-05-17 12:50:00	2022-05-17 16:10:00	2022-05-17 14:10:00	Belgium	United Kingdom	CITY	UK REG CITY	189	Departed
8993883	FR	2929	OPO	BRU	2022-07-01 18:05:00	2022-07-01 17:05:00	2022-07-01 21:30:00	2022-07-01 19:30:00	Belgium	Portugal	CITY	BENL-ESPT	189	Departed
9396077	FR	8966	VLC	AGP	2022-06-07 23:10:00	2022-06-07 21:10:00	2022-06-08 00:20:00	2022-06-07 22:20:00	Spain	Spain	DOMESTIC	ESPT DOM	197	Departed
10108722	FR	5165	BLL	STN	2022-08-08 14:10:00	2022-08-08 12:10:00	2022-08-08 14:45:00	2022-08-08 13:45:00	United Kingdom	Denmark	CITY	LON CITY MULTI	189	Cancelled
9896747	FR	4150	PMI	HHN	2022-07-23 07:20:00	2022-07-23 05:20:00	2022-07-23 09:35:00	2022-07-23 07:35:00	Germany	Spain	LEISURE	DE LEISURE	180	Cancelled
9770752	FR	5336	CHQ	SKG	2022-08-26 15:15:00	2022-08-26 12:15:00	2022-08-26 16:30:00	2022-08-26 13:30:00	Greece	Greece	DOMESTIC	OTHER DOM	189	Departed
9044562	FR	2529	BER	MAD	2022-09-17 09:45:00	2022-09-17 07:45:00	2022-09-17 12:55:00	2022-09-17 10:55:00	Spain	Germany	CITY	DE-ESPT	189	Cancelled
9516526	FR	5936	MXP	NAP	2022-04-24 12:50:00	2022-04-24 10:50:00	2022-04-24 14:20:00	2022-04-24 12:20:00	Italy	Italy	DOMESTIC	MIL DOM	189	Departed
9545055	FR	2658	CGN	FAO	2022-09-02 11:40:00	2022-09-02 09:40:00	2022-09-02 13:50:00	2022-09-02 12:50:00	Portugal	Germany	LEISURE	DE LEISURE	189	Departed
9191169	FR	4871	CTA	FCO	2022-08-03 12:05:00	2022-08-03 10:05:00	2022-08-03 13:30:00	2022-08-03 11:30:00	Italy	Italy	DOMESTIC	ROM DOM	189	Departed
9190197	FR	8961	PMI	BGY	2022-08-26 22:15:00	2022-08-26 20:15:00	2022-08-26 23:50:00	2022-08-26 21:50:00	Italy	Spain	LEISURE	S EUR LEISURE	189	Cancelled
9431133	FR	9192	PFO	KBP	2022-04-27 13:30:00	2022-04-27 10:30:00	2022-04-27 16:20:00	2022-04-27 13:20:00	Ukraine	Cyprus	LEISURE	CE EUR LEISURE	189	Cancelled
9508151	FR	6635	OTP	GOA	2022-06-23 15:10:00	2022-06-23 12:10:00	2022-06-23 16:50:00	2022-06-23 14:50:00	Italy	Romania	CITY	EAST-ESFRIT	189	Departed
9483909	FR	1527	BCN	MLA	2022-05-11 21:25:00	2022-05-11 19:25:00	2022-05-11 23:30:00	2022-05-11 21:30:00	Malta	Spain	LEISURE	S EUR LEISURE	189	Departed
9828767	FR	3521	FCO	BER	2022-04-02 08:35:00	2022-04-02 06:35:00	2022-04-02 10:40:00	2022-04-02 08:40:00	Germany	Italy	CITY	DE-FRITIE	189	Departed
9408270	FR	3671	BRE	OPO	2022-05-27 21:10:00	2022-05-27 19:10:00	2022-05-27 23:05:00	2022-05-27 22:05:00	Portugal	Germany	CITY	DE-ESPT	189	Departed
9369712	FR	418	NCL	IBZ	2022-07-08 16:10:00	2022-07-08 15:10:00	2022-07-08 20:00:00	2022-07-08 18:00:00	Spain	United Kingdom	LEISURE	UK REG LEISURE	189	Departed
9419974	FR	8396	STN	XRY	2022-06-29 06:45:00	2022-06-29 05:45:00	2022-06-29 10:35:00	2022-06-29 08:35:00	Spain	United Kingdom	LEISURE	LON LEISURE	197	Departed
9114307	FR	7384	STN	CPH	2022-04-01 09:55:00	2022-04-01 08:55:00	2022-04-01 12:35:00	2022-04-01 10:35:00	Denmark	United Kingdom	CITY	LON CITY MULTI	189	Departed
9776587	FR	8125	IBZ	TLS	2022-04-16 08:40:00	2022-04-16 06:40:00	2022-04-16 09:55:00	2022-04-16 07:55:00	France	Spain	LEISURE	BENLFR LEISURE	189	Departed
9663038	FR	2416	HHN	TSF	2022-07-11 16:50:00	2022-07-11 14:50:00	2022-07-11 18:10:00	2022-07-11 16:10:00	Italy	Germany	CITY	DE-FRITIE	189	Departed
9192758	FR	1016	PMO	MXP	2022-09-07 12:05:00	2022-09-07 10:05:00	2022-09-07 13:45:00	2022-09-07 11:45:00	Italy	Italy	DOMESTIC	MIL DOM	189	Departed
10111962	FR	138	BER	VLC	2022-09-01 07:00:00	2022-09-01 05:00:00	2022-09-01 09:55:00	2022-09-01 07:55:00	Spain	Germany	CITY	DE-ESPT	189	Departed
9671052	FR	8650	TSF	BLL	2022-07-25 17:35:00	2022-07-25 15:35:00	2022-07-25 19:35:00	2022-07-25 17:35:00	Denmark	Italy	CITY	SCAN-ESIT	189	Departed
9052158	FR	712	STN	AAR	2022-05-30 11:35:00	2022-05-30 10:35:00	2022-05-30 14:05:00	2022-05-30 12:05:00	Denmark	United Kingdom	CITY	LON CITY	197	Departed
9047078	FR	712	STN	AAR	2022-09-21 11:35:00	2022-09-21 10:35:00	2022-09-21 14:05:00	2022-09-21 12:05:00	Denmark	United Kingdom	CITY	LON CITY	189	Departed
8976758	FR	8322	VLC	STN	2022-04-11 11:15:00	2022-04-11 09:15:00	2022-04-11 12:40:00	2022-04-11 11:40:00	United Kingdom	Spain	LEISURE	LON LEISURE	189	Departed
8951479	FR	6444	CRL	SVQ	2022-08-28 09:40:00	2022-08-28 07:40:00	2022-08-28 12:20:00	2022-08-28 10:20:00	Spain	Belgium	CITY	BENL-ESPT	189	Cancelled
10126069	FR	3747	PSA	CRL	2022-04-16 12:05:00	2022-04-16 10:05:00	2022-04-16 13:50:00	2022-04-16 11:50:00	Belgium	Italy	CITY	BENL-FRIT	197	Departed
9220182	FR	6936	PSA	SUF	2022-09-02 12:15:00	2022-09-02 10:15:00	2022-09-02 13:40:00	2022-09-02 11:40:00	Italy	Italy	DOMESTIC	IT DOM	189	Departed
9045995	FR	9899	ALC	LPL	2022-08-16 09:40:00	2022-08-16 07:40:00	2022-08-16 11:30:00	2022-08-16 10:30:00	United Kingdom	Spain	LEISURE	UK REG LEISURE	189	Departed
9649908	FR	5434	NAP	OTP	2022-07-16 07:00:00	2022-07-16 05:00:00	2022-07-16 09:55:00	2022-07-16 06:55:00	Romania	Italy	CITY	EAST-ESFRIT	189	Cancelled
9656551	FR	8	BER	MXP	2022-07-07 12:20:00	2022-07-07 10:20:00	2022-07-07 14:10:00	2022-07-07 12:10:00	Italy	Germany	CITY	DE-FRITIE	189	Departed
9177077	FR	8332	BGY	IBZ	2022-05-05 10:35:00	2022-05-05 08:35:00	2022-05-05 12:25:00	2022-05-05 10:25:00	Spain	Italy	LEISURE	S EUR LEISURE	189	Cancelled
9084923	FR	6321	VLL	BCN	2022-05-26 17:20:00	2022-05-26 15:20:00	2022-05-26 18:35:00	2022-05-26 16:35:00	Spain	Spain	DOMESTIC	BCNMAD DOM	189	Cancelled
9722635	RK	1393	OSL	STN	2022-06-15 09:35:00	2022-06-15 07:35:00	2022-06-15 10:45:00	2022-06-15 09:45:00	United Kingdom	Norway	CITY	LON CITY MULTI	189	Departed
9492107	FR	4062	EIN	CTA	2022-04-06 12:20:00	2022-04-06 10:20:00	2022-04-06 15:00:00	2022-04-06 13:00:00	Italy	Netherlands	LEISURE	BENLFR LEISURE	189	Cancelled
8990137	FR	5997	MAD	STN	2022-06-15 21:50:00	2022-06-15 19:50:00	2022-06-15 23:10:00	2022-06-15 22:10:00	United Kingdom	Spain	CITY	LON CITY MULTI	197	Departed
9067556	FR	5173	BLL	STN	2022-05-19 10:15:00	2022-05-19 08:15:00	2022-05-19 10:50:00	2022-05-19 09:50:00	United Kingdom	Denmark	CITY	LON CITY MULTI	197	Departed
9066095	FR	1135	BCN	BER	2022-04-01 18:50:00	2022-04-01 16:50:00	2022-04-01 21:35:00	2022-04-01 19:35:00	Germany	Spain	CITY	DE-ESPT	189	Cancelled
9203971	FR	1438	MXP	PMO	2022-06-16 10:45:00	2022-06-16 08:45:00	2022-06-16 12:25:00	2022-06-16 10:25:00	Italy	Italy	DOMESTIC	MIL DOM	189	Departed
9840107	FR	2961	BRU	MXP	2022-07-30 18:20:00	2022-07-30 16:20:00	2022-07-30 19:50:00	2022-07-30 17:50:00	Italy	Belgium	CITY	BENL-FRIT	189	Departed
9714034	FR	2678	JTR	TSF	2022-06-05 11:15:00	2022-06-05 08:15:00	2022-06-05 12:45:00	2022-06-05 10:45:00	Italy	Greece	LEISURE	S EUR LEISURE	189	Cancelled
9535799	FR	5395	FUE	SVQ	2022-09-12 08:20:00	2022-09-12 07:20:00	2022-09-12 11:20:00	2022-09-12 09:20:00	Spain	Spain	DOMESTIC	ES CANARY	189	Departed
9078328	FR	3101	AMS	DUB	2022-07-27 10:05:00	2022-07-27 08:05:00	2022-07-27 10:40:00	2022-07-27 09:40:00	Ireland	Netherlands	CITY	IE CITY	197	Departed
9086012	FR	2804	PMI	SEN	2022-05-22 13:15:00	2022-05-22 11:15:00	2022-05-22 14:40:00	2022-05-22 13:40:00	United Kingdom	Spain	LEISURE	LON LEISURE	189	Cancelled
9504048	FR	7206	CIA	PMI	2022-04-14 06:45:00	2022-04-14 04:45:00	2022-04-14 08:25:00	2022-04-14 06:25:00	Spain	Italy	LEISURE	S EUR LEISURE	189	Departed
9537961	FR	5545	BLQ	ALC	2022-08-18 20:05:00	2022-08-18 18:05:00	2022-08-18 22:20:00	2022-08-18 20:20:00	Spain	Italy	LEISURE	S EUR LEISURE	189	Departed
8930560	FR	7216	VLC	IBZ	2022-08-11 11:20:00	2022-08-11 09:20:00	2022-08-11 12:05:00	2022-08-11 10:05:00	Spain	Spain	DOMESTIC	ESPT DOM	189	Departed
9092493	FR	7184	HAM	PMI	2022-09-22 18:40:00	2022-09-22 16:40:00	2022-09-22 21:15:00	2022-09-22 19:15:00	Spain	Germany	LEISURE	DE LEISURE	180	Departed
9896617	FR	1680	HHN	BCN	2022-08-21 06:40:00	2022-08-21 04:40:00	2022-08-21 08:45:00	2022-08-21 06:45:00	Spain	Germany	CITY	DE-ESPT	189	Departed
9417208	FR	983	PSR	STN	2022-04-23 22:10:00	2022-04-23 20:10:00	2022-04-23 23:40:00	2022-04-23 22:40:00	United Kingdom	Italy	CITY	LON CITY	197	Departed
9799468	FR	1032	TRN	CTA	2022-06-24 18:20:00	2022-06-24 16:20:00	2022-06-24 20:10:00	2022-06-24 18:10:00	Italy	Italy	DOMESTIC	IT DOM	189	Departed
9204114	FR	8886	BDS	BGY	2022-08-21 08:30:00	2022-08-21 06:30:00	2022-08-21 10:05:00	2022-08-21 08:05:00	Italy	Italy	DOMESTIC	MIL DOM	189	Cancelled
9619590	FR	6909	KTW	PFO	2022-09-19 17:05:00	2022-09-19 15:05:00	2022-09-19 21:05:00	2022-09-19 18:05:00	Cyprus	Poland	LEISURE	CE EUR LEISURE	189	Departed
9632552	FR	4683	GOT	ARN	2022-09-26 21:05:00	2022-09-26 19:05:00	2022-09-26 22:10:00	2022-09-26 20:10:00	Sweden	Sweden	DOMESTIC	OTHER DOM	189	Departed
9155468	FR	8729	STN	MXP	2022-04-27 08:45:00	2022-04-27 07:45:00	2022-04-27 11:35:00	2022-04-27 09:35:00	Italy	United Kingdom	CITY	LON CITY MULTI	189	Cancelled
8929388	FR	8321	STN	VLC	2022-04-28 07:15:00	2022-04-28 06:15:00	2022-04-28 10:40:00	2022-04-28 08:40:00	Spain	United Kingdom	LEISURE	LON LEISURE	189	Departed
10115727	FR	4771	ARN	CGN	2022-07-31 10:55:00	2022-07-31 08:55:00	2022-07-31 13:05:00	2022-07-31 11:05:00	Germany	Sweden	CITY	SCAN N EUR	189	Departed
10455440	FR	2058	TLS	TPS	2022-07-29 09:50:00	2022-07-29 07:50:00	2022-07-29 11:55:00	2022-07-29 09:55:00	Italy	France	LEISURE	BENLFR LEISURE	189	Departed
9407068	FR	6409	SOF	MAD	2022-05-15 11:55:00	2022-05-15 08:55:00	2022-05-15 14:35:00	2022-05-15 12:35:00	Spain	Bulgaria	CITY	EAST-ESFRIT	189	Departed
